,Restaurant,Category,Items,Calories,Protein (g),Carbs (g),Sodium (mg),Sugars (g)
2407,dunkindonuts,frozen coffee,Frozen Mocha Coffee Coolatta with Skim Milk Small,360,6,75,130.0,70.0
2408,dunkindonuts,frozen coffee,Frozen Pumpkin Coffee Coolatta with Cream Large,1040,11,139,260.0,127.0
2409,dunkindonuts,frozen coffee,Frozen Pumpkin Coffee Coolatta with Cream Medium,790,8,105,200.0,96.0
2410,dunkindonuts,frozen coffee,Frozen Pumpkin Coffee Coolatta with Cream Small,550,6,71,140.0,64.0
2411,dunkindonuts,frozen coffee,Frozen Pumpkin Coffee Coolatta with Milk Large,720,12,142,270.0,139.0
2412,dunkindonuts,frozen coffee,Frozen Pumpkin Coffee Coolatta with Milk Medium,550,9,107,210.0,104.0
2413,dunkindonuts,frozen coffee,Frozen Pumpkin Coffee Coolatta with Milk Small,390,6,72,150.0,70.0
2414,dunkindonuts,frozen coffee,Frozen Pumpkin Coffee Coolatta with Skim Milk Large,650,12,143,270.0,139.0
2415,dunkindonuts,frozen coffee,Frozen Pumpkin Coffee Coolatta with Skim Milk Medium,500,9,108,210.0,105.0
2416,dunkindonuts,frozen coffee,Frozen Pumpkin Coffee Coolatta with Skim Milk Small,350,7,73,150.0,70.0
2417,dunkindonuts,muffins,Blueberry Muffin,460,6,76,450.0,44.0
2418,dunkindonuts,muffins,Chocolate Chip Muffin,550,7,83,470.0,50.0
2419,dunkindonuts,muffins,Coffee Cake Muffin,590,7,86,480.0,51.0
2420,dunkindonuts,muffins,Corn Muffin,460,7,72,770.0,31.0
2421,dunkindonuts,muffins,Honey Bran Raisin Muffin,440,7,74,410.0,40.0
2422,dunkindonuts,muffins,Pumpkin Muffin,550,7,77,480.0,41.0
2423,dunkindonuts,muffins,Reduced Fat Blueberry Muffin,410,7,75,620.0,40.0
2424,dunkindonuts,muffins,Blueberry Munchkin,70,1,9,50.0,5.0
2425,dunkindonuts,muffins,Cinnamon Cake Munchkin,60,1,6,65.0,3.0
2426,dunkindonuts,muffins,Cocoa Glazed Munchkin,35,1,6,35.0,3.0
2427,dunkindonuts,muffins,Cocoa Kreme Puff Munchkin,50,1,7,40.0,4.0
2428,dunkindonuts,muffins,Double Cocoa Kreme Puff Munchkin,50,1,7,45.0,3.0
2429,dunkindonuts,muffins,Glazed Cake Munchkin,70,1,8,65.0,4.0
2430,dunkindonuts,muffins,Glazed Chocolate Cake Munchkin,70,1,8,85.0,4.0
2431,dunkindonuts,muffins,Glazed Munchkin,70,1,7,80.0,3.0
2432,dunkindonuts,muffins,Jelly Filled Munchkin,80,1,9,85.0,2.0
2433,dunkindonuts,muffins,Plain Cake Munchkin,60,1,6,65.0,2.0
2434,dunkindonuts,muffins,Powdered Cake Munchkin,60,1,7,65.0,3.0
2435,dunkindonuts,muffins,Pumpkin Munchkin,60,1,9,75.0,4.0
2436,dunkindonuts,muffins,Sugared Munchkin,60,1,6,65.0,2.0
2437,dunkindonuts,other bakery,Apple Fritter,410,6,60,380.0,27.0
2438,dunkindonuts,other bakery,Apple Pie,280,3,36,240.0,15.0
2439,dunkindonuts,other bakery,Biscuit,320,6,35,740.0,3.0
2440,dunkindonuts,other bakery,Brownie,440,3,58,250.0,49.0
2441,dunkindonuts,other bakery,Double Cocoa Fritter,430,5,63,370.0,30.0
2442,dunkindonuts,other bakery,English Muffin,140,4,29,130.0,2.0
2443,dunkindonuts,other bakery,Glazed Fritter,410,6,60,380.0,27.0
2444,dunkindonuts,other bakery,Plain Croissant,330,7,37,370.0,5.0
2445,dunkindonuts,other bakery,Vanilla Cocoa Fritter,440,5,63,360.0,34.0
2446,dunkindonuts,other hot beverages,Dark Hot Chocolate Large,400,3,82,670.0,62.0
2447,dunkindonuts,other hot beverages,Dark Hot Chocolate Medium,300,2,61,500.0,47.0
2448,dunkindonuts,other hot beverages,Dark Hot Chocolate Small,200,1,41,330.0,31.0
2449,dunkindonuts,other hot beverages,Dark Hot Chocolate Xlarge,500,4,102,840.0,78.0
2450,dunkindonuts,other hot beverages,Dunkaccino® Large,490,4,71,450.0,54.0
2451,dunkindonuts,other hot beverages,Dunkaccino® Medium,350,3,51,320.0,38.0
2452,dunkindonuts,other hot beverages,Dunkaccino® Small,240,2,35,220.0,26.0
2453,dunkindonuts,other hot beverages,Dunkaccino® Xlarge,540,5,78,480.0,58.0
2454,dunkindonuts,other hot beverages,Hot Chocolate Large,450,4,81,560.0,62.0
2455,dunkindonuts,other hot beverages,Hot Chocolate Medium,320,3,58,400.0,44.0
2456,dunkindonuts,other hot beverages,Hot Chocolate Small,220,2,39,270.0,30.0
2457,dunkindonuts,other hot beverages,Hot Chocolate XLarge,490,5,88,610.0,67.0
2458,dunkindonuts,other hot beverages,Mint Hot Chocolate Large,420,3,72,530.0,54.0
2459,dunkindonuts,other hot beverages,Mint Hot Chocolate Medium,310,2,52,390.0,39.0
2460,dunkindonuts,other hot beverages,Mint Hot Chocolate Small,220,1,36,270.0,27.0
2461,dunkindonuts,other hot beverages,Mint Hot Chocolate XLarge,520,3,87,650.0,65.0
2462,dunkindonuts,other hot beverages,Turbo Hot Chocolate Large,450,4,81,560.0,62.0
2463,dunkindonuts,other hot beverages,Turbo Hot Chocolate Medium,320,3,58,400.0,44.0
2464,dunkindonuts,other hot beverages,Turbo Hot Chocolate Small,220,2,39,270.0,30.0
2465,dunkindonuts,other hot beverages,Vanilla Chai,330,11,53,180.0,45.0
2466,dunkindonuts,tea,Decaffeinated Tea,0,0,0,5.0,0.0
2467,dunkindonuts,tea,Decaffeinated Tea with Milk,20,1,1,20.0,1.0
2468,dunkindonuts,tea,Decaffeinated Tea with Milk and Sugar,80,1,19,20.0,19.0
2469,dunkindonuts,tea,Decaffeinated Tea with Skim Milk,10,1,2,20.0,2.0
2470,dunkindonuts,tea,Decaffeinated Tea with Skim Milk and Sugar,70,1,19,20.0,19.0
2471,dunkindonuts,tea,Decaffeinated Tea with Sugar,60,0,17,5.0,17.0
2472,dunkindonuts,tea,Earl Grey Tea,0,0,0,5.0,0.0
2473,dunkindonuts,tea,Earl Grey Tea with Milk,20,1,1,20.0,1.0
2474,dunkindonuts,tea,Earl Grey Tea with Milk and Sugar,80,1,19,20.0,19.0
2475,dunkindonuts,tea,Earl Grey Tea with Skim Milk,10,1,2,20.0,2.0
2476,dunkindonuts,tea,Earl Grey Tea with Skim Milk and Sugar,70,1,19,20.0,19.0
2477,dunkindonuts,tea,Earl Grey Tea with Sugar,60,0,17,5.0,17.0
2478,dunkindonuts,tea,English Breakfast Tea,0,0,0,5.0,0.0
2479,dunkindonuts,tea,English Breakfast Tea with Milk,20,1,1,20.0,1.0
2480,dunkindonuts,tea,English Breakfast Tea with Milk and Sugar,80,1,19,20.0,19.0
2481,dunkindonuts,tea,English Breakfast Tea with Skim Milk,10,1,2,20.0,2.0
2482,dunkindonuts,tea,English Breakfast Tea with Skim Milk and Sugar,70,1,19,20.0,19.0
2483,dunkindonuts,tea,English Breakfast Tea with Sugar,60,0,17,5.0,17.0
2484,dunkindonuts,tea,Freshly Brewed Sweetened Iced Tea,80,0,20,0.0,19.0
2485,dunkindonuts,tea,Freshly Brewed Tea with Milk,20,1,1,20.0,1.0
2486,dunkindonuts,tea,Freshly Brewed Tea with Milk and Sugar,80,1,19,20.0,19.0
2487,dunkindonuts,tea,Freshly Brewed Tea with Skim Milk,10,1,2,20.0,2.0
2488,dunkindonuts,tea,Freshly Brewed Tea with Skim Milk and Sugar,70,1,19,20.0,19.0
2489,dunkindonuts,tea,Freshly Brewed Tea with Sugar,60,0,17,5.0,17.0
2490,dunkindonuts,tea,Freshly Brewed Unsweetened Iced Tea,5,0,1,0.0,0.0
2491,dunkindonuts,tea,Freshly Brewed Unsweetened Iced Tea Large,10,0,2,5.0,0.0
2492,dunkindonuts,tea,Freshly Brewed Unsweetened Iced Tea Medium,5,0,2,0.0,0.0
2493,dunkindonuts,tea,Freshly Brewed Unsweetened Tea,0,0,0,5.0,0.0
2494,dunkindonuts,tea,Green Tea,0,0,0,5.0,0.0
2495,dunkindonuts,tea,Green Tea with Milk,20,1,1,20.0,1.0
2496,dunkindonuts,tea,Green Tea with Milk and Sugar,80,1,19,20.0,19.0
2497,dunkindonuts,tea,Green Tea with Skim Milk,10,1,2,20.0,2.0
2498,dunkindonuts,tea,Green Tea with Skim Milk and Sugar,70,1,19,20.0,19.0
2499,dunkindonuts,tea,Green Tea with Sugar,60,0,17,5.0,17.0
2500,dunkindonuts,tea,Peach Flavored Iced Tea,15,0,2,0.0,0.0
2501,dunkindonuts,tea,Peach Flavored Sweetened Iced Tea,90,0,21,0.0,19.0
2502,dunkindonuts,tea,Raspberry Flavored Iced Tea,15,0,2,0.0,0.0
2503,dunkindonuts,tea,Raspberry Flavored Sweetened Iced Tea,90,0,21,0.0,19.0
2504,dunkindonuts,tea,Sweet Tea – Large,310,0,80,10.0,78.0
2505,dunkindonuts,tea,Sweet Tea – Medium,230,0,60,5.0,58.0
2506,dunkindonuts,tea,Sweet Tea – Small,160,0,40,5.0,39.0
2507,dunkindonuts,wake-up wrap,"Bacon, Egg & Cheese Wake-Up Wrap",180,9,14,520.0,1.0
2508,dunkindonuts,wake-up wrap,Egg & Cheese Wake-Up Wrap,150,7,13,420.0,1.0
2509,dunkindonuts,wake-up wrap,Egg White Turkey Sausage Wake-Up Wrap,150,10,14,420.0,2.0
2510,dunkindonuts,wake-up wrap,Egg White Veggie Wake-Up Wrap,150,9,14,360.0,1.0
2511,dunkindonuts,wake-up wrap,"Ham, Egg & Cheese Wake-Up Wrap",170,10,14,560.0,1.0
2512,dunkindonuts,wake-up wrap,Hot and Spicy Wake-Up Wrap,190,10,14,500.0,1.0
2513,dunkindonuts,wake-up wrap,"Sausage, Egg & Cheese Wake-Up Wrap",260,12,14,680.0,1.0
2514,papajohns,buffalo chicken,Original Crust – Pizza for One (1/4 of an order),260,10,27,740.0,3.0
2515,papajohns,buffalo chicken,Original Crust – Small (1/6 of an order),250,10,26,700.0,3.0
2516,papajohns,buffalo chicken,Original Crust – Medium (1/8 of an order),260,11,27,740.0,3.0
2517,papajohns,buffalo chicken,Original Crust – Large (1/8 of an order),370,15,39,1050.0,4.0
2518,papajohns,buffalo chicken,Original Crust – Extra Large (1/10 of an order),400,16,42,1100.0,5.0
2519,papajohns,buffalo chicken,Thin Crust – Large (1/8 of an order),320,13,24,840.0,1.0
2520,papajohns,double bacon 6 cheese,Original Crust – Small (1/6 of an order),240,12,25,650.0,3.0
2521,papajohns,double bacon 6 cheese,Original Crust – Medium (1/8 of an order),250,12,26,670.0,3.0
2522,papajohns,double bacon 6 cheese,Original Crust – Large (1/8 of an order),350,18,38,970.0,5.0
2523,papajohns,double bacon 6 cheese,Original Crust – Extra Large (1/10 of an order),370,19,41,1030.0,5.0
2524,papajohns,double bacon 6 cheese,Thin Crust – Large (1/8 of an order),290,15,22,630.0,2.0
2525,papajohns,cheese,Original Crust – Pizza for One (1/4 of an order),180,7,25,450.0,3.0
2526,papajohns,cheese,Original Crust – Small (1/6 of an order),180,7,25,440.0,3.0
2527,papajohns,cheese,Original Crust – Medium (1/8 of an order),210,8,26,530.0,3.0
2528,papajohns,cheese,Original Crust – Large (1/8 of an order),290,11,37,720.0,4.0
2529,papajohns,cheese,Original Crust – Extra Large (1/10 of an order),300,11,40,740.0,5.0
2530,papajohns,cheese,Thin Crust – Large (1/8 of an order),230,9,22,380.0,2.0
2531,papajohns,pepperoni,Original Crust – Pizza for One (1/4 of an order),210,8,25,560.0,3.0
2532,papajohns,pepperoni,Original Crust – Small (1/6 of an order),220,8,25,580.0,3.0
2533,papajohns,pepperoni,Original Crust – Medium (1/8 of an order),230,9,26,610.0,3.0
2534,papajohns,pepperoni,Original Crust – Large (1/8 of an order),330,13,37,870.0,4.0
2535,papajohns,pepperoni,Original Crust – Extra Large (1/10 of an order),340,13,40,900.0,5.0
2536,papajohns,pepperoni,Thin Crust – Large (1/8 of an order),270,10,22,530.0,2.0
2537,papajohns,john’s favorite,Original Crust – Pizza for One (1/4 of an order),270,11,25,710.0,3.0
2538,papajohns,john’s favorite,Original Crust – Small (1/6 of an order),270,11,25,720.0,3.0
2539,papajohns,john’s favorite,Original Crust – Medium (1/8 of an order),290,12,26,750.0,3.0
2540,papajohns,john’s favorite,Original Crust – Large (1/8 of an order),410,16,38,1060.0,4.0
2541,papajohns,john’s favorite,Original Crust – Extra Large (1/10 of an order),430,17,40,1110.0,5.0
2542,papajohns,john’s favorite,Thin Crust – Large (1/8 of an order),340,14,20,850.0,2.0
2543,papajohns,the works,Original Crust – Pizza for One (1/4 of an order),210,8,26,600.0,3.0
2544,papajohns,the works,Original Crust – Small (1/6 of an order),220,9,26,620.0,3.0
2545,papajohns,the works,Original Crust – Medium (1/8 of an order),230,9,27,650.0,3.0
2546,papajohns,the works,Original Crust – Large (1/8 of an order),330,13,39,930.0,5.0
2547,papajohns,the works,Original Crust – Extra Large (1/10 of an order),350,14,42,980.0,5.0
2548,papajohns,the works,Thin Crust – Large (1/8 of an order),270,11,23,590.0,2.0
2549,papajohns,garden fresh,Original Crust – Pizza for One (1/4 of an order),180,6,26,440.0,4.0
2550,papajohns,garden fresh,Original Crust – Small (1/6 of an order),140,5,20,350.0,3.0
2551,papajohns,garden fresh,Original Crust – Medium (1/8 of an order),200,8,27,500.0,4.0
2552,papajohns,garden fresh,Original Crust – Large (1/8 of an order),280,11,39,700.0,5.0
2553,papajohns,garden fresh,Original Crust – Extra Large (1/10 of an order),300,11,42,740.0,6.0
2554,papajohns,garden fresh,Thin Crust – Large (1/8 of an order),220,8,24,360.0,3.0
2555,papajohns,spicy italian,Original Crust – Pizza for One (1/4 of an order),240,9,25,630.0,3.0
2556,papajohns,spicy italian,Original Crust – Small (1/6 of an order),240,9,25,610.0,3.0
2557,papajohns,spicy italian,Original Crust – Medium (1/8 of an order),270,10,27,690.0,3.0
2558,papajohns,spicy italian,Original Crust – Large (1/8 of an order),380,14,38,980.0,4.0
2559,papajohns,spicy italian,Original Crust – Extra Large (1/10 of an order),400,15,41,1040.0,5.0
2560,papajohns,spicy italian,Thin Crust – Large (1/8 of an order),320,12,22,640.0,2.0
2561,papajohns,bbq chicken bacon,Original Crust – Pizza for One (1/4 of an order),230,10,30,680.0,3.0
2562,papajohns,bbq chicken bacon,Original Crust – Small (1/6 of an order),230,10,30,690.0,2.0
2563,papajohns,bbq chicken bacon,Original Crust – Medium (1/8 of an order),250,11,32,740.0,3.0
2564,papajohns,bbq chicken bacon,Original Crust – Large (1/8 of an order),350,15,45,1030.0,4.0
2565,papajohns,bbq chicken bacon,Original Crust – Extra Large (1/10 of an order),370,16,48,1090.0,4.0
2566,papajohns,bbq chicken bacon,Thin Crust – Large (1/8 of an order),290,13,29,690.0,1.0
2567,papajohns,hawaiian bbq chicken,Original Crust – Small (1/6 of an order),240,10,31,690.0,8.0
2568,papajohns,hawaiian bbq chicken,Original Crust – Medium (1/8 of an order),250,11,33,740.0,9.0
2569,papajohns,hawaiian bbq chicken,Original Crust – Large (1/8 of an order),350,15,46,1030.0,12.0
2570,papajohns,hawaiian bbq chicken,Original Crust – Extra Large (1/10 of an order),370,16,50,1090.0,13.0
2571,papajohns,hawaiian bbq chicken,Thin Crust – Large (1/8 of an order),290,13,31,690.0,9.0
2572,papajohns,tuscan six cheese,Original Crust – Pizza for One (1/4 of an order),210,9,25,520.0,3.0
2573,papajohns,tuscan six cheese,Original Crust – Small (1/6 of an order),220,10,25,540.0,3.0
2574,papajohns,tuscan six cheese,Original Crust – Medium (1/8 of an order),230,10,26,580.0,3.0
2575,papajohns,tuscan six cheese,Original Crust – Large (1/8 of an order),320,14,38,800.0,4.0
2576,papajohns,tuscan six cheese,Original Crust – Extra Large (1/10 of an order),340,15,40,840.0,5.0
2577,papajohns,the meats,Thin Crust – Large (1/8 of an order),260,12,22,460.0,2.0
2578,papajohns,the meats,Original Crust – Pizza for One (1/4 of an order),240,10,25,690.0,3.0
2579,papajohns,the meats,Original Crust – Small (1/6 of an order),250,10,25,700.0,3.0
2580,papajohns,the meats,Original Crust – Medium (1/8 of an order),250,11,26,710.0,3.0
2581,papajohns,the meats,Original Crust – Large (1/8 of an order),370,15,38,1050.0,5.0
2582,papajohns,the meats,Original Crust – Extra Large (1/10 of an order),400,16,40,1100.0,5.0
2583,papajohns,the meats,Thin Crust – Large (1/8 of an order),310,13,22,710.0,2.0
2584,papajohns,spinach alfredo,Original Crust – Pizza for One (1/4 of an order),190,7,24,460.0,3.0
2585,papajohns,spinach alfredo,Original Crust – Small (1/6 of an order),190,7,24,460.0,2.0
2586,papajohns,spinach alfredo,Original Crust – Medium (1/8 of an order),200,8,26,500.0,3.0
2587,papajohns,spinach alfredo,Original Crust – Large (1/8 of an order),280,11,36,690.0,4.0
2588,papajohns,spinach alfredo,Original Crust – Extra Large (1/10 of an order),300,11,39,740.0,4.0
2589,papajohns,spinach alfredo,Thin Crust – Large (1/8 of an order),220,8,21,350.0,1.0
2590,pizzahut,12” medium pan pizza,Cheese Only,240,11,27,530.0,2.0
2591,pizzahut,12” medium pan pizza,Pepperoni,250,11,26,590.0,2.0
2592,pizzahut,12” medium pan pizza,Supreme,290,12,27,650.0,2.0
2593,pizzahut,12” medium pan pizza,Pepperoni and Mushroom,240,10,27,520.0,2.0
2594,pizzahut,12” medium pan pizza,Italian Sausage & Red Onion,270,11,28,560.0,3.0
2595,pizzahut,12” medium pan pizza,Ham & Pineapple,230,10,28,520.0,3.0
2596,pizzahut,12” medium pan pizza,Veggie Lover’s®,230,9,28,500.0,3.0
2597,pizzahut,12” medium pan pizza,Meat Lover’s®,330,14,27,830.0,2.0
2598,pizzahut,12” medium pan pizza,Pepperoni Lover’s®,290,13,27,730.0,2.0
2599,pizzahut,12” medium pan pizza,Hawaiian Luau,260,11,28,610.0,3.0
2600,pizzahut,12” medium pan pizza,Dan’s Original,280,12,27,630.0,2.0
2601,pizzahut,12” medium pan pizza,Triple Meat Italiano,290,13,27,700.0,2.0
2602,pizzahut,12” medium pan pizza,Spicy Sicilian,270,11,27,700.0,2.0
2603,pizzahut,12” medium pan pizza,Ultimate Cheese Lover’s,270,12,26,580.0,2.0
2604,pizzahut,12” medium thin n crispy pizza,Cheese Only,190,9,22,550.0,4.0
2605,pizzahut,12” medium thin n crispy pizza,Pepperoni,200,9,21,610.0,4.0
2606,pizzahut,12” medium thin n crispy pizza,Supreme,240,10,23,670.0,4.0
2607,pizzahut,12” medium thin n crispy pizza,Pepperoni & Mushroom,180,9,22,540.0,4.0
2608,pizzahut,12” medium thin n crispy pizza,Italian Sausage & Red Onion,220,9,23,580.0,4.0
2609,pizzahut,12” medium thin n crispy pizza,Ham & Pineapple,180,8,23,540.0,5.0
2610,pizzahut,12” medium thin n crispy pizza,Veggie Lover’s®,180,8,23,530.0,4.0
2611,pizzahut,12” medium thin n crispy pizza,Meat Lover’s®,280,13,22,860.0,4.0
2612,pizzahut,12” medium thin n crispy pizza,Pepperoni Lover’s®,250,12,22,760.0,4.0
2613,pizzahut,12” medium thin n crispy pizza,Hawaiian Luau,220,10,24,650.0,5.0
2614,pizzahut,12” medium thin n crispy pizza,Dan’s Original,240,11,22,650.0,4.0
2615,pizzahut,12” medium thin n crispy pizza,Triple Meat Italiano,240,11,22,720.0,4.0
2616,pizzahut,12” medium thin n crispy pizza,Spicy Sicilian,220,9,22,750.0,4.0
2617,pizzahut,12” medium thin n crispy pizza,Ultimate Cheese Lover’s,220,10,21,600.0,4.0
2618,pizzahut,12” medium hand tossed style pizza,Cheese Only,220,10,26,550.0,4.0
2619,pizzahut,12” medium hand tossed style pizza,Pepperoni,230,10,25,610.0,3.0
2620,pizzahut,12” medium hand tossed style pizza,Supreme,260,12,26,680.0,4.0
2621,pizzahut,12” medium hand tossed style pizza,Pepperoni & Mushroom,210,10,26,540.0,4.0
2622,pizzahut,12” medium hand tossed style pizza,Italian Sausage & Red Onion,240,11,27,580.0,4.0
2623,pizzahut,12” medium hand tossed style pizza,Ham & Pineapple,200,9,27,550.0,5.0
2624,pizzahut,12” medium hand tossed style pizza,Veggie Lover’s®,200,9,27,530.0,4.0
2625,pizzahut,12” medium hand tossed style pizza,Meat Lover’s®,300,14,26,860.0,4.0
2626,pizzahut,12” medium hand tossed style pizza,Pepperoni Lover’s®,270,13,26,770.0,4.0
2627,pizzahut,12” medium hand tossed style pizza,Hawaiian Luau,240,11,27,640.0,5.0
2628,pizzahut,12” medium hand tossed style pizza,Dan’s Original,260,12,26,650.0,4.0
2629,pizzahut,12” medium hand tossed style pizza,Triple Meat Italiano,260,12,26,730.0,4.0
2630,pizzahut,12” medium hand tossed style pizza,Spicy Sicilian,240,11,26,730.0,4.0
2631,pizzahut,12” medium hand tossed style pizza,Ultimate Cheese Lover’s,240,11,25,590.0,3.0
2632,pizzahut,12” medium hand tossed style pizza,Cheese Only Garlic Parmesan,220,10,26,580.0,4.0
2633,pizzahut,12” medium hand tossed style pizza,Pepperoni Garlic Parmesan,230,10,26,640.0,4.0
2634,pizzahut,12” medium hand tossed style pizza,Supreme Garlic Parmesan,260,12,27,700.0,4.0
2635,pizzahut,12” medium hand tossed style pizza,Pepperoni & Mushroom Garlic Parmesan,210,10,26,570.0,4.0
2636,pizzahut,12” medium hand tossed style pizza,Italian Sausage & Red Onion Garlic Parmesan,250,11,28,610.0,4.0
2637,pizzahut,12” medium hand tossed style pizza,Ham & Pineapple Garlic Parmesan,210,9,28,570.0,5.0
2638,pizzahut,12” medium hand tossed style pizza,Veggie Lover’s® Garlic Parmesan,200,9,27,550.0,4.0
2639,pizzahut,12” medium hand tossed style pizza,Meat Lover’s® Garlic Parmesan,310,14,26,890.0,4.0
2640,pizzahut,12” medium hand tossed style pizza,Pepperoni Lover’s® Garlic Parmesan,280,13,27,790.0,4.0
2641,pizzahut,12” medium hand tossed style pizza,Hawaiian Luau Garlic Parmesan,240,11,28,670.0,5.0
2642,pizzahut,12” medium hand tossed style pizza,Dan’s Original Garlic Parmesan,260,12,27,680.0,4.0
2643,pizzahut,12” medium hand tossed style pizza,Triple Meat Italiano Garlic Parmesan,260,12,26,750.0,4.0
2644,pizzahut,12” medium hand tossed style pizza,Spicy Sicilian Garlic Parmesan,250,11,27,750.0,4.0
2645,pizzahut,12” medium hand tossed style pizza,Ultimate Cheese Lover’s Garlic Parmesan,250,11,26,620.0,3.0
2646,pizzahut,12” fit n delicious pizza,"Chicken, Red Onion & Green Pepper",180,11,23,510.0,5.0
2647,pizzahut,12” fit n delicious pizza,"Chicken, Mushrooms & Jalapeño",170,11,22,720.0,4.0
2648,pizzahut,12” fit n delicious pizza,"Ham, Red Onion & Mushroom",160,8,23,550.0,4.0
2649,pizzahut,12” fit n delicious pizza,"Ham, Pineapple & Diced Red Tomato",160,7,24,550.0,6.0
2650,pizzahut,12” fit n delicious pizza,"Green Pepper, Red Onion & Diced Red Tomato",150,6,24,400.0,5.0
2651,pizzahut,12” fit n delicious pizza,"Diced Red Tomato, Mushroom & Jalapeño",150,6,23,610.0,4.0
2652,pizzahut,14” large pan pizza,Cheese Only,360,15,37,740.0,3.0
2653,pizzahut,14” large pan pizza,Pepperoni,380,15,36,840.0,3.0
2654,pizzahut,14” large pan pizza,Supreme,420,17,38,920.0,3.0
2655,pizzahut,14” large pan pizza,Pepperoni & Mushroom,350,14,37,730.0,3.0
2656,pizzahut,14” large pan pizza,Italian Sausage & Red Onion,390,15,38,770.0,3.0
2657,pizzahut,14” large pan pizza,Ham & Pineapple,340,14,39,740.0,4.0
2658,pizzahut,14” large pan pizza,Veggie Lover’s®,330,13,38,690.0,4.0
2659,pizzahut,14” large pan pizza,Meat Lover’s®,480,20,37,1180.0,3.0
2660,pizzahut,14” large pan pizza,Pepperoni Lover’s®,430,20,37,1070.0,3.0
2661,pizzahut,14” large pan pizza,Hawaiian Luau,380,15,39,860.0,4.0
2662,pizzahut,14” large pan pizza,Dan’s Original,420,17,37,880.0,3.0
2663,pizzahut,14” large pan pizza,Triple Meat Italiano,420,18,37,1000.0,3.0
2664,pizzahut,14” large pan pizza,Spicy Sicilian,400,16,38,960.0,3.0
2665,pizzahut,14” large pan pizza,Ultimate Cheese Lover’s,400,16,36,800.0,3.0
2666,pizzahut,14” large thin n crispy pizza,Cheese Only,260,12,29,740.0,5.0
2667,pizzahut,14” large thin n crispy pizza,Pepperoni,280,13,28,850.0,5.0
2668,pizzahut,14” large thin n crispy pizza,Supreme,330,15,30,930.0,5.0
2669,pizzahut,14” large thin n crispy pizza,Pepperoni & Mushroom,260,12,29,740.0,5.0
2670,pizzahut,14” large thin n crispy pizza,Italian Sausage & Red Onion,300,13,30,780.0,6.0
2671,pizzahut,14” large thin n crispy pizza,Ham & Pineapple,240,11,31,750.0,7.0
2672,pizzahut,14” large thin n crispy pizza,Veggie Lover’s®,240,10,30,710.0,6.0
2673,pizzahut,14” large thin n crispy pizza,Meat Lover’s®,390,18,28,1210.0,5.0
2674,pizzahut,14” large thin n crispy pizza,Pepperoni Lover’s®,350,17,29,1080.0,5.0
2675,pizzahut,14” large thin n crispy pizza,Hawaiian Luau,300,13,31,900.0,7.0
2676,pizzahut,14” large thin n crispy pizza,Dan’s Original,320,15,29,890.0,5.0
2677,pizzahut,14” large thin n crispy pizza,Triple Meat Italiano,320,15,28,1000.0,5.0
2678,pizzahut,14” large thin n crispy pizza,Spicy Sicilian,300,13,30,1020.0,5.0
2679,pizzahut,14” large thin n crispy pizza,Ultimate Cheese Lover’s,300,14,28,800.0,5.0
2680,pizzahut,14” large hand tossed style pizza,Cheese Only,320,15,38,800.0,5.0
2681,pizzahut,14” large hand tossed style pizza,Pepperoni,330,15,38,910.0,5.0
2682,pizzahut,14” large hand tossed style pizza,Supreme,380,17,39,990.0,6.0
2683,pizzahut,14” large hand tossed style pizza,Pepperoni & Mushroom,310,14,38,800.0,5.0
2684,pizzahut,14” large hand tossed style pizza,Italian Sausage & Red Onion,350,15,40,840.0,6.0
2685,pizzahut,14” large hand tossed style pizza,Ham & Pineapple,290,13,40,810.0,7.0
2686,pizzahut,14” large hand tossed style pizza,Veggie Lover’s®,290,13,39,760.0,6.0
2687,pizzahut,14” large hand tossed style pizza,Meat Lover’s®,440,20,38,1250.0,5.0
2688,pizzahut,14” large hand tossed style pizza,Pepperoni Lover’s®,400,19,39,1130.0,5.0
2689,pizzahut,14” large hand tossed style pizza,Hawaiian Luau,340,15,40,930.0,7.0
2690,pizzahut,14” large hand tossed style pizza,Dan’s Original,370,17,38,950.0,5.0
2691,pizzahut,14” large hand tossed style pizza,Triple Meat Italiano,380,18,38,1060.0,5.0
2692,pizzahut,14” large hand tossed style pizza,Spicy Sicilian,350,15,39,1040.0,6.0
2693,pizzahut,14” large hand tossed style pizza,Ultimate Cheese Lover’s,350,16,37,840.0,5.0
2694,pizzahut,14” large hand tossed style pizza,Cheese Only Garlic Parmesan,320,15,39,840.0,5.0
2695,pizzahut,14” large hand tossed style pizza,Pepperoni Garlic Parmesan,340,15,38,940.0,5.0
2696,pizzahut,14” large hand tossed style pizza,Supreme Garlic Parmesan,380,17,40,1030.0,6.0
2697,pizzahut,14” large hand tossed style pizza,Pepperoni & Mushroom Garlic Parmesan,320,14,39,940.0,5.0
2698,pizzahut,14” large hand tossed style pizza,Italian Sausage & Red Onion Garlic Parmesan,350,15,40,870.0,6.0
2699,pizzahut,14” large hand tossed style pizza,Ham & Pineapple Garlic Parmesan,300,14,41,840.0,7.0
2700,pizzahut,14” large hand tossed style pizza,Veggie Lover’s® Garlic Parmesan,300,13,40,790.0,6.0
2701,pizzahut,14” large hand tossed style pizza,Meat Lover’s® Garlic Parmesan,440,20,39,1290.0,5.0
